"Date","Year","Month","MonthName","Decade","Station","StationName","Network","City","County","Lat","Lon","Elev_m","Tmax_C","Tmin_C","Tmed_C","Tdew_C","RHmax","RHmin","RHmed","Precip_mm","THImax","THImin","THImed","THImax_cat","THI75","THI79","THI84","THImax_rh","THImin_rh","THImed_rh","Imputed","ImputedVar"
2022-01-28,2022,1,"Jan","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,6.3,-4.2,1.05,-4.2,100,48.5,74.25,1.27,45.99,35.49,40.74,"Normal",0,0,0,47.51,24.44,35.98,FALSE,""
2022-01-29,2022,1,"Jan","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,1.5,-4.4,-1.45,-7.06,100,40.9,70.45,1.52,40.16,34.26,37.21,"Normal",0,0,0,42.32,24.08,33.2,FALSE,""
2022-01-30,2022,1,"Jan","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,4.2,-8.1,-1.95,-11.71,83.6,26.8,55.2,0,41.18,28.88,35.03,"Normal",0,0,0,47.03,21.11,34.07,FALSE,""
2022-01-31,2022,1,"Jan","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,9.9,-4.7,2.6,-4.72,100,35.2,67.6,0,49.4,34.8,42.1,"Normal",0,0,0,52.74,23.54,38.14,FALSE,""
2022-02-01,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,9.9,0.1,5,-0.56,98.8,46.3,72.55,0,50.9,41.1,46,"Normal",0,0,0,52.24,32.35,42.29,FALSE,""
2022-02-02,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,12.8,-1.6,5.6,-1.6,100,72.8,86.4,0,53.42,39.02,46.22,"Normal",0,0,0,55.48,29.12,42.3,TRUE,"Tdew_C"
2022-02-03,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,22,4.1,13.05,4.1,100,56.3,78.15,0.25,64.68,46.78,55.73,"Normal",0,0,0,68.28,39.38,53.83,TRUE,"Tdew_C"
2022-02-04,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,24.9,6.4,15.65,6.4,97.7,57.8,77.75,5.59,68.4,49.9,59.15,"Normal",0,0,0,72.39,43.7,58.05,TRUE,"Tdew_C"
2022-02-05,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,6.4,-0.3,3.05,-3.47,98.1,37.4,67.75,0.76,46.35,39.65,43,"Normal",0,0,0,48.53,31.74,40.13,FALSE,""
2022-02-06,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,5.9,-1.6,2.15,-2.18,83.2,63.4,73.3,0,46.31,38.81,42.56,"Normal",0,0,0,45.73,31.81,38.77,FALSE,""
2022-02-07,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,7.2,3.2,5.2,3.2,100,82.3,91.15,12.7,49.55,45.55,47.55,"Normal",0,0,0,46.23,37.76,42,FALSE,""
2022-02-08,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,8.7,-0.6,4.05,-1.27,100,64.1,82.05,0.25,49.44,40.14,44.79,"Normal",0,0,0,49.71,30.92,40.31,TRUE,"Tdew_C"
2022-02-09,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,13.3,-2.7,5.3,-2.88,100,31.9,65.95,0,53.46,37.46,45.46,"Normal",0,0,0,56.69,27.14,41.91,FALSE,""
2022-02-10,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,18.3,-0.3,9,-1.24,99.7,24.7,62.2,0,59.05,40.45,49.75,"Normal",0,0,0,62,31.5,46.75,FALSE,""
2022-02-11,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,19.9,0.7,10.3,-1.31,97.2,20.9,59.05,0,60.63,41.43,51.03,"Normal",0,0,0,63.47,33.64,48.56,FALSE,""
2022-02-12,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,21,4.2,12.6,2.99,92,30.4,61.2,0,63.28,46.48,54.88,"Normal",0,0,0,65.21,40.38,52.79,FALSE,""
2022-02-13,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,9.8,1.4,5.6,1.4,89.9,62,75.95,0,51.5,43.1,47.3,"Normal",0,0,0,51.39,35.83,43.61,FALSE,""
2022-02-14,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,7.1,-4.3,1.4,-5.77,100,34.7,67.35,0,46.22,34.82,40.52,"Normal",0,0,0,49.55,24.26,36.9,FALSE,""
2022-02-15,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,7.3,-5.4,0.95,-5.64,100,38.5,69.25,0,46.47,33.77,40.12,"Normal",0,0,0,49.51,22.28,35.89,FALSE,""
2022-02-16,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,18.3,-3.4,7.45,-3.4,100,37.4,68.7,0,58.28,36.58,47.43,"Normal",0,0,0,62.5,25.88,44.19,TRUE,"Tdew_C"
2022-02-17,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,23.2,4,13.6,4,100,53.3,76.65,0,65.84,46.64,56.24,"Normal",0,0,0,69.65,39.2,54.43,TRUE,"Tdew_C"
2022-02-18,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,23.4,4.5,13.95,4.5,96.8,47.6,72.2,10.41,66.22,47.32,56.77,"Normal",0,0,0,69.4,40.42,54.91,TRUE,"Tdew_C"
2022-02-19,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,13.4,-1.2,6.1,-3.73,100,23.9,61.95,0,53.26,38.66,45.96,"Normal",0,0,0,56.88,29.84,43.36,FALSE,""
2022-02-20,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,10.3,-1.1,4.6,-6.07,93.5,19.9,56.7,0,49.31,37.91,43.61,"Normal",0,0,0,53.82,31.03,42.43,FALSE,""
2022-02-21,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,18.1,-1.1,8.5,-1.1,100,56.3,78.15,0,58.9,39.7,49.3,"Normal",0,0,0,62.96,30.02,46.49,TRUE,"Tdew_C"
2022-02-22,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,21.9,12.3,17.1,12.3,92.6,61.3,76.95,0,67.53,57.93,62.73,"Normal",0,0,0,68.52,54.3,61.41,FALSE,""
2022-02-23,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,22.7,12.2,17.45,12.1,100,67.2,83.6,0,68.26,57.76,63.01,"Normal",0,0,0,70.14,53.96,62.05,TRUE,"Tdew_C"
2022-02-24,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,15.2,5.2,10.2,2.57,100,59.3,79.65,0.25,57.33,47.33,52.33,"Normal",0,0,0,59.03,41.36,50.2,TRUE,"Tdew_C"
2022-02-25,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,24.9,5.2,15.05,5.2,100,60,80,0.25,67.97,48.27,58.12,"Normal",0,0,0,72.62,41.36,56.99,TRUE,"Tdew_C"
2022-02-26,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,12.2,3,7.6,3,91.5,61.5,76.5,0.25,54.48,45.28,49.88,"Normal",0,0,0,54.81,38.37,46.59,FALSE,""
2022-02-27,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,7.4,2.7,5.05,2.64,100,71.4,85.7,3.05,49.55,44.85,47.2,"Normal",0,0,0,47.32,36.86,42.09,FALSE,""
2022-02-28,2022,2,"Feb","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,10.9,-0.4,5.25,-0.4,100,46.6,73.3,0.51,51.96,40.66,46.31,"Normal",0,0,0,53.49,31.28,42.38,FALSE,""
2022-03-01,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,19.4,-1.3,9.05,-1.3,100,41.6,70.8,0,60.13,39.43,49.78,"Normal",0,0,0,64,29.66,46.83,TRUE,"Tdew_C"
2022-03-02,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,23.2,5.8,14.5,2.58,100,19.3,59.65,0.25,65.33,47.93,56.63,"Normal",0,0,0,66.66,42.44,54.55,FALSE,""
2022-03-03,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,27.8,7.1,17.45,3.35,78.1,20.5,49.3,0,70.21,49.51,59.86,"Normal",0,0,0,71.39,46.38,58.88,FALSE,""
2022-03-04,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,9.9,4.2,7.05,-0.32,74,47.8,60.9,0,50.98,45.28,48.13,"Normal",0,0,0,52.17,42.21,47.19,FALSE,""
2022-03-05,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,20.4,6.9,13.65,3.66,94.5,59.6,77.05,0,62.92,49.42,56.17,"Normal",0,0,0,66.3,44.83,55.56,TRUE,"Tdew_C"
2022-03-06,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,27.5,15,21.25,14.19,99.8,41.8,70.8,0,73.81,61.31,67.56,"Normal",0,0,0,73.88,59,66.44,FALSE,""
2022-03-07,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,28.7,16.6,22.65,14.42,98.5,36.2,67.35,0,75.09,62.99,69.04,"Alert",1,0,0,74.54,61.85,68.19,FALSE,""
2022-03-08,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,20.7,7.8,14.25,7.8,98.9,49.3,74.1,3.05,64.71,51.81,58.26,"Normal",0,0,0,66.07,46.11,56.09,FALSE,""
2022-03-09,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,17.6,8,12.8,6.17,100,81.5,90.75,26.67,61.02,51.42,56.22,"Normal",0,0,0,63.09,46.4,54.74,TRUE,"Tdew_C"
2022-03-10,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,8.7,6.7,7.7,5.97,100,78.7,89.35,1.27,52.05,50.05,51.05,"Normal",0,0,0,48.87,44.06,46.47,FALSE,""
2022-03-11,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,14.2,6.7,10.45,3.29,100,73.3,86.65,1.27,56.59,49.09,52.84,"Normal",0,0,0,57.61,44.06,50.84,TRUE,"Tdew_C"
2022-03-12,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,21,-1.8,9.6,-1.8,100,44.3,72.15,20.83,61.55,38.75,50.15,"Normal",0,0,0,66.12,28.76,47.44,TRUE,"Tdew_C"
2022-03-13,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,7.6,-4.3,1.65,-8.65,73.8,29.5,51.65,0,45.69,33.79,39.74,"Normal",0,0,0,50.47,29.16,39.82,FALSE,""
2022-03-14,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,17.1,-0.2,8.45,-0.93,87.6,31.5,59.55,0,57.97,40.67,49.32,"Normal",0,0,0,60.93,33.45,47.19,FALSE,""
2022-03-15,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,20.7,0.1,10.4,0.1,100,36.7,68.35,0,61.94,41.34,51.64,"Normal",0,0,0,65.27,32.18,48.73,TRUE,"Tdew_C"
2022-03-16,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,20.4,7.4,13.9,7.4,99.7,46.6,73.15,0.25,64.26,51.26,57.76,"Normal",0,0,0,65.52,45.34,55.43,FALSE,""
2022-03-17,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,21.7,11.3,16.5,10.61,100,67.2,83.6,24.38,66.72,56.32,61.52,"Normal",0,0,0,68.67,52.34,60.5,TRUE,"Tdew_C"
2022-03-18,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,24.6,7.8,16.2,7.8,100,50.3,75.15,0,68.61,51.81,60.21,"Normal",0,0,0,71.21,46.04,58.63,TRUE,"Tdew_C"
2022-03-19,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,26.5,16.2,21.35,15.59,94,52.3,73.15,0,73.31,63.01,68.16,"Normal",0,0,0,73.93,61.05,67.49,FALSE,""
2022-03-20,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,21.1,8.6,14.85,5.95,80.4,38.6,59.5,0,64.44,51.94,58.19,"Normal",0,0,0,65.87,48.62,57.24,FALSE,""
2022-03-21,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,20,3.1,11.55,-0.7,87.1,21.2,54.15,0,60.95,44.05,52.5,"Normal",0,0,0,63.59,39.04,51.31,FALSE,""
2022-03-22,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,23.5,5.8,14.65,3.23,90.7,24.3,57.5,0,65.86,48.16,57.01,"Normal",0,0,0,67.41,43.24,55.33,FALSE,""
2022-03-23,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,22.9,10.6,16.75,10.6,100,59.3,79.65,0.76,67.92,55.62,61.77,"Normal",0,0,0,69.76,51.08,60.42,TRUE,"Tdew_C"
2022-03-24,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,21.1,16,18.55,14.58,98,85.8,91.9,7.37,67.55,62.45,65,"Normal",0,0,0,69.03,60.77,64.9,TRUE,"Tdew_C"
2022-03-25,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,19.6,11.9,15.75,8.03,97,35,66,9.65,63.69,55.99,59.84,"Normal",0,0,0,63.9,53.49,58.7,FALSE,""
2022-03-26,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,15.2,5,10.1,-0.61,73.3,30.6,51.95,0,56.18,45.98,51.08,"Normal",0,0,0,58.8,43.51,51.16,FALSE,""
2022-03-27,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,13.9,2.6,8.25,-4.45,70.5,22.6,46.55,0,53.5,42.2,47.85,"Normal",0,0,0,57.41,40.16,48.78,FALSE,""
2022-03-28,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,14.2,-2.7,5.75,-5.71,88.6,21.9,55.25,0,53.35,36.45,44.9,"Normal",0,0,0,57.72,29.09,43.4,FALSE,""
2022-03-29,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,9.9,-0.8,4.55,-5.81,83.7,25.4,54.55,0,49.01,38.31,43.66,"Normal",0,0,0,53.18,33.04,43.11,FALSE,""
2022-03-30,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,19.4,2.7,11.05,-0.03,87.5,25.3,56.4,0,60.59,43.89,52.24,"Normal",0,0,0,63.19,38.32,50.75,FALSE,""
2022-03-31,2022,3,"Mar","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,24.8,15.5,20.15,15.5,95.1,65.3,80.2,0.76,71.58,62.28,66.93,"Normal",0,0,0,73.03,59.85,66.44,FALSE,""
2022-04-01,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,21.5,7.7,14.6,4.61,91.3,28.8,60.05,0.51,64.36,50.56,57.46,"Normal",0,0,0,65.64,46.44,56.04,FALSE,""
2022-04-02,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,17.9,1.6,9.75,1.01,90.3,33.9,62.1,0,59.46,43.16,51.31,"Normal",0,0,0,61.91,36.12,49.01,FALSE,""
2022-04-03,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,21.2,6.4,13.8,3.21,99.8,23,61.4,0,63.56,48.76,56.16,"Normal",0,0,0,64.92,43.54,54.23,FALSE,""
2022-04-04,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,18.8,5.4,12.1,0.5,78.8,25.8,52.3,0,60.18,46.78,53.48,"Normal",0,0,0,62.58,43.63,53.1,FALSE,""
2022-04-05,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,25.1,8.8,16.95,8.8,100,46.4,73.2,0.51,69.47,53.17,61.32,"Normal",0,0,0,71.44,47.84,59.64,TRUE,"Tdew_C"
2022-04-06,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,26.3,13.7,20,13.24,96.8,44.6,70.7,2.03,72.27,59.67,65.97,"Normal",0,0,0,72.75,56.68,64.71,FALSE,""
2022-04-07,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,28.8,10.8,19.8,10.8,100,50.7,75.35,1.02,73.89,55.89,64.89,"Normal",0,0,0,76.74,51.44,64.09,TRUE,"Tdew_C"
2022-04-08,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,20.5,7.5,14,6.7,100,38.4,69.2,0.25,64.11,51.11,57.61,"Normal",0,0,0,65.14,45.5,55.32,FALSE,""
2022-04-09,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,14.7,8.2,11.45,3.47,88.6,36.1,62.35,0,57.15,50.65,53.9,"Normal",0,0,0,58.27,47.47,52.87,FALSE,""
2022-04-10,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,15.6,3.5,9.55,0.46,92.5,30.3,61.4,0.25,56.97,44.87,50.92,"Normal",0,0,0,59.24,39.12,49.18,FALSE,""
2022-04-11,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,25.5,1.9,13.7,1.9,100,28.4,64.2,0,67.38,43.78,55.58,"Normal",0,0,0,69.95,35.42,52.69,TRUE,"Tdew_C"
2022-04-12,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,28.4,15.9,22.15,11.43,83.6,30.8,57.2,0,73.72,61.22,67.47,"Normal",0,0,0,73.43,60.37,66.9,FALSE,""
2022-04-13,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,29.8,16.5,23.15,12.54,83.6,31.9,57.75,0,75.52,62.22,68.87,"Alert",1,0,0,75.15,61.36,68.25,FALSE,""
2022-04-14,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,28.6,18,23.3,16.12,89.2,46.6,67.9,0,75.6,65,70.3,"Alert",1,0,0,75.9,64.01,69.95,FALSE,""
2022-04-15,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,21.5,6.5,14,2.11,85.7,23.1,54.4,0,63.46,48.46,55.96,"Normal",0,0,0,65.24,44.83,55.03,FALSE,""
2022-04-16,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,24.6,5.4,15,5.4,93,52.5,72.75,0,67.74,48.54,58.14,"Normal",0,0,0,71.44,42.35,56.89,TRUE,"Tdew_C"
2022-04-17,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,19.2,11.1,15.15,9.8,96.8,51.4,74.1,0,63.93,55.83,59.88,"Normal",0,0,0,64.23,52.09,58.16,FALSE,""
2022-04-18,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,18.6,7.7,13.15,5.25,99.3,62.5,80.9,7.62,61.69,50.79,56.24,"Normal",0,0,0,63.91,45.91,54.91,TRUE,"Tdew_C"
2022-04-19,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,14.5,2.7,8.6,0.49,96.5,33.3,64.9,1.27,55.88,44.08,49.98,"Normal",0,0,0,58.03,37.27,47.65,FALSE,""
2022-04-20,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,17,0.5,8.75,-0.77,100,26.9,63.45,0.25,57.92,41.42,49.67,"Normal",0,0,0,60.7,32.9,46.8,FALSE,""
2022-04-21,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,23,2,12.5,2,100,43.4,71.7,0.25,64.92,43.92,54.42,"Normal",0,0,0,68.53,35.6,52.07,TRUE,"Tdew_C"
2022-04-22,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,25.9,12,18.95,12,97.4,47.2,72.3,0,71.42,57.52,64.47,"Normal",0,0,0,72.55,53.66,63.11,FALSE,""
2022-04-23,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,27.1,9.4,18.25,9.4,100,36.7,68.35,0,71.68,53.98,62.83,"Normal",0,0,0,72.74,48.92,60.83,FALSE,""
2022-04-24,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,29.9,13.6,21.75,13.24,98.9,35.6,67.25,0,75.87,59.57,67.72,"Alert",1,0,0,75.84,56.49,66.16,FALSE,""
2022-04-25,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,30.7,14.2,22.45,12.87,96.4,31.9,64.15,0,76.53,60.03,68.28,"Alert",1,0,0,76.16,57.57,66.86,FALSE,""
2022-04-26,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,30.9,14.3,22.6,14.3,94.5,38.7,66.6,0.51,77.25,60.65,68.95,"Alert",1,0,0,77.51,57.75,67.63,FALSE,""
2022-04-27,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,20.2,10.3,15.25,6.34,99.9,28,63.95,0.25,63.68,53.78,58.73,"Normal",0,0,0,64.18,50.54,57.36,FALSE,""
2022-04-28,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,18.8,5.6,12.2,1.86,96.4,24,60.2,0,60.67,47.47,54.07,"Normal",0,0,0,62.5,42.4,52.45,FALSE,""
2022-04-29,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,18.7,1.8,10.25,0.62,100,27,63.5,0,60.12,43.22,51.67,"Normal",0,0,0,62.52,35.24,48.88,FALSE,""
2022-04-30,2022,4,"Apr","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,20.6,9.1,14.85,9.1,100,52.9,76.45,0,65.08,53.58,59.33,"Normal",0,0,0,66.16,48.38,57.27,FALSE,""
2022-05-01,2022,5,"May","2020s","PLYM","Tidewater Research Station (PLYM)","ECONET","Plymouth","Washington County",35.84887,-76.65058,6.1,28.4,11.3,19.85,11.12,97.7,41.7,69.7,0.25,73.6,56.5,65.05,"Normal",0,0,0,74.96,52.41,63.68,TRUE,"Tdew_C"
